order,brand,biller
22,奈雪的茶,"['奈雪的茶', '奈雪茶院', '雪', '奈雪的茶(华强北中航城PRO店)', '奈雪的茶(深圳机场到达厅店)', '奈雪的茶(深圳新沙天虹店)', '奈雪茶院深圳海雅缤纷城店', '茶', '奈雪的茶(深圳西丽益田假日里店)', '奈雪的茶(东门太阳百货店)', '奈雪的茶(八号仓店)', '奈雪的茶(华侨城店)', '奈雪的茶(深圳中心书城PRO店)', '奈雪的茶(盐田广富百货PRO店)', '奈雪的茶(深圳石岩岁宝PRO店)', '奈雪的茶(皇庭广场店)', '奈雪的茶青提乌龙低糖果汁茶500ml', '奈雪的茶(科技生态园店)', '奈雪的茶(深圳布吉东大街佳纷天地店)', '奈雪的茶(汇一城店)', '奈雪的茶(深圳安托山万科里店)', '奈雪的茶(东海店)', '奈雪的茶(海上世界店)', '奈雪的茶(深圳前海印里店)', '奈雪的茶(坂田湾畔mall店)', '奈雪的茶(龙华天虹购物中心)', '奈雪的茶(深圳龙岗五和伍城市广场店)', '奈雪的茶(新城市广场店)', '奈雪的茶(宝安万达店)', '奈雪的茶(梨园路店)', '奈雪的茶(西丽万科云城店)', '奈雪的茶(深圳梅林卓悦汇PRO店)', '奈雪的茶(南山金地科技园PRO店)', '奈雪的茶(后海君尚店)', '奈雪的茶(龙华大浪商业中心PRO店)', '奈雪的茶(深圳北站缤果空间PRO店)', '奈雪的茶(深圳华润光明长圳店)', '奈雪的茶(深圳石岩新城PRO店)', '奈雪的茶(大梅沙店)', '弥雪的茶', '奈雪の茶']"
24,费大厨,['大']
25,外婆家,"['重庆外婆家面馆', '外婆家土钵菜', '惠州市惠阳区淡水乡里外婆家饭店', '外婆家(深圳壹方城店)', '外婆家私房菜馆', '外婆家（壹方城店）', '外婆家宴']"
26,付小姐在成都,"['成', '付', '小', '在']"
27,五味缘钢管厂小郡肝串串香,"['串串香', '小郡肝串串香', '串串', '小郡肝砂锅串串香', '钢管厂五区小郡肝火锅串串香']"
28,新石器烤肉,['新']
29,木屋烧烤,"['木屋烧烤', '深圳木屋烧烤', '烧烤', '李家木屋烧烤坪山东步店', '李家木屋烧烤(东吴店)', '老木屋烧烤深圳塘尾店', '木屋烧烤燕南店', '木屋烧烤振华店', '木屋烧烤龙岗南联店', '李家木屋烧烤深圳莲塘店', '李家木屋烧烤店', '木屋烧烤盐田广富店', '木屋烧烤八卦岭店', '木屋烧烤南山深大店', '木屋烧烤民治店', '木屋烧烤西乡宝立方店', '木屋烧烤上梅林店', '李家木屋烧烤深圳金地朗悦店', '木屋烧烤南山科技园店', '木屋烧烤大浪店', '深圳市龙华区观澜李家木屋烧烤店', '深圳市宝安区沙井镇木屋烧烤', '木屋烧烤龙华红山6979店', '李家木屋烧烤汇海店', '木屋烧烤龙岗星河COCOpark店', '木屋烧烤南山科技园二店', '郝木屋烧烤东园店', '木屋烧烤龙华店', '木屋烧烤福田车公庙店', '木屋烧烤南山方大城店', '李家木屋烧烤店福永桥头店', '木屋烧烤观澜天虹店', '木屋烧烤新洲店', '木屋烧烤(观澜湖新城MH店)', '木屋烧烤龙岗五和店', '木屋烧烤大运店', '木屋烧烤宝安灵芝店', '木屋烧烤南山海上世界店', '木屋烧烤(龙岗中心城)', '木屋烧烤大芬店', '木屋烧烤光明宏汇阁店', '木屋烧烤(罗湖国贸店)', '木屋烧烤龙岗坂田云谷二店', '木屋烧烤龙岗龙城万科里店', '木屋烧烤(南山西丽一店)', '木屋烧烤布吉店', '木屋烧烤南山华侨城创意园店', '木屋烧烤福田南园路店', '木屋烧烤(深圳-沙井百佳华店)', '木屋烧烤(福田皇庭广场店)', '木屋烧烤大润发店', '李家木屋烧烤坑梓店', '木屋烧烤(新洲店)', '木屋烧烤宝安大仟里店', '木屋烧烤(龙华红山6979店)', '木屋烧烤南山欢乐海岸店', '木屋烧烤民乐店', '木屋烧烤(东角头店)', '木屋烧烤中心城店', '木屋烧烤(坂田佳华广场店)', '木屋烧烤(振华店)', '木屋烧烤创业店', '木屋烧烤光明大仟里店', '木屋烧烤宝安壹方城店', '木屋烧烤南山万科云城店', '木屋烧烤(福田南园路店)', '木屋烧烤龙华宝华路店', '木屋烧烤(宝安流塘店)', '木屋烧烤(龙岗坂田云谷二店)', '木屋烧烤(南山万科云城店)', '木屋烧烤(盐田广福店)', '木屋烧烤(南山华侨城创意园店)', '木屋烧烤(深圳-南山366大街店)', '木屋烧烤(南山海上世界店)', '木屋烧烤(观澜天虹店)', '木屋烧烤宝安翻身路店', '木屋烧烤罗湖国贸店', '木屋烧烤宝安松岗店', '待谢小冰   木屋烧烤确认收款', '木屋烧烤(南山南园店)', '木屋烧烤福田皇岗村店', '木屋烧烤(宝安翻身路店)', '木屋烧烤(宝安壹方城店)', '木屋烧烤(宝安石岩店)', '木屋烧烤(光明大仟里店)', '木屋烧烤五和店', '木屋烧烤民丰店', '木屋烧烤龙岗横岗中心店', '木屋烧烤龙岗坂田云谷店', '木屋烧烤南新店', '郝木屋烧烤', '木屋墅烧烤', '田木屋烧烤', '椰里椰气原生态椰子鸡·果木烧烤', '和美果木烧烤', '新疆阿里木烧烤', '木炭烧烤', '木屋烤吧', '蚝屋烧烤', '木屋烧吧', '李屋烧烤', '美木烧烤', '石屋烧烤', '木兰烧烤', '原木烧烤', '圆屋烧烤', '牛屋烧烤', '🍻🍺木炭烧烤🥂🍻🍺', '木碳烧烤', '逅木烧烤（水围店）']"
30,点都德,"['深圳市点都德饮食有限公司', '广东点都德餐饮管理有限公司', '广州市点都德饼铺贸易有限公司', '点都德(kk one 店)', '点都德(观澜湖店)', '点都德(水贝店)', '点都德(大中华店)', '点都德(龙华店)', '点都德(卓悦汇店)']"
31,西贝莜面村,"['西贝莜面村', '西贝莜面村（深圳马成时代广场店）', '西贝莜面村（深圳梅林卓悦店）', '西贝莜面村（深圳西乡天虹广场店）', '西贝莜面村（卓悦汇店）', '西贝莜面村（万科广场店）', '西贝莜面村（中航君尚店）', '西贝莜面村（领展中心城店）', '西贝莜面村（深圳益田假日广场店）', '西贝莜面村（布吉万象汇店）', '村', '西贝莜面村欢乐海岸店', '西贝莜面村（石厦时代广场店）', '西贝莜面村（光明大仟里店）', '西贝莜面村(华强北九方店)', '西贝莜面村（宝安海雅缤纷城店）', '西贝莜面村（深圳龙华壹方天地店）', '西', '西贝莜面村（喜荟城店）', '西贝莜面村（深圳喜荟城店）', '西贝莜面村（深圳汇港店）', '西贝莜面村（欢乐海岸店）', '西贝莜面村(深圳布吉万象汇店)', '西贝莜面村（欢乐颂店）', '西贝莜面村（深圳八卦岭店）', '西贝莜面村（印力中心店）', '西贝莜面村(八卦岭店)']"
32,如在蜀毛肚老火锅,"['如在蜀毛肚老火锅', '如', '火', '🔥火', '火锅杯', '火锅城', '火锅店']"
33,望湘园,"['园', '望']"
34,金戈戈香港豉油鸡,"['金戈戈香港豉油鸡', '金戈戈', '香', '金戈戈香港豉油鸡（亮金金益田店）', '港', '金戈戈香港豉油鸡（华强北天虹商场店）', '金', '香港', '金戈戈香港鼓油鸡深圳皇御苑店']"
35,四季椰林椰子鸡,"['林', '椰子鸡', '四季椰林', '四季', '四季椰场椰子鸡', '四季椰皇椰子鸡', '四季椰皇椰子鸡（南岭店）', '润园四季椰子鸡（安托山店）', '润园四季椰子鸡（光明玖龙台店）', '润园四季椰子鸡（南山海岸城店）', '润园四季椰子鸡（南山京基百纳店）', '乔木四季椰子鸡', '润园四季椰子鸡（卓越前海壹号店）', '润园四季椰子鸡（宝安宝华店）', '润满四季椰子鸡（大浪店）', '润满四季椰子鸡（民治店）', '同仁四季椰子鸡（万象前海店）', '润林四季椰子鸡（横岗荣德国际店）', '纷享四季椰子鸡', '四季合味椰子鸡', '原味四季椰子鸡', '丰园四季椰子鸡', '椰林季节椰子鸡', '润满四季椰子鸡（塘朗旗舰店）', '芬芳四季椰子鸡', '凤凰四季椰子鸡']"
36,胡桃里音乐酒馆,"['胡', '桃', '深圳市石岩胡桃里音乐酒馆有限公司', '深圳市龙华新区民治胡桃里音乐酒馆', '音', '里', '广场里音乐酒馆']"
37,云海肴汽锅鸡,"['云', '云海肴']"
38,汉拿山,"['汉拿山名家烤肉', '汉拿山韩式烤肉', '山']"
39,小龙坎老火锅,"['小龙坎火锅', '小龙', '龙', '小龙坎', '小龙坎老火锅深圳沙井店', '小龙坎老火锅（菁华园店）', '小龙坎老火锅（保利店）', '小龙坎老火锅（宝能店）', '小龙坎老火锅（招商花园店）', '小龙坎老火锅（民治店）', '深圳市盐田区小龙坎老火锅餐厅', '小龙坎老火锅（华南城店）', '小龙坎老火锅（沙井店）', '小龙坎老火锅（南山店）', '小龙坎火锅（光明万达店）', '小龙坎火锅（大浪商业中心店）', '小龙坎火锅（宝安店）', '小龙坎火锅（壹方天地店）', '小龙坎火锅（宝安万达店）', '小龙坎火锅（东园店）', '小龙坎火锅（壹海城店）', '小龙崁老火锅（公明店）', '小龙坎火锅（西丽店）', '小龙坎火锅（福城天虹店）', '小龙坎火锅（白石洲店）', '小龙坎火锅（福海店）', '小龙坎火锅（美您公园店）', '小龙坎火锅（罗湖店）', '深圳市小龙坎火锅保利店', '深圳龙岗小龙坎火锅万科广场店', '小龙坎火锅（福永店）', '小龙坎火锅（平湖万达店）', '小龙坎火锅（红山6979店）', '深圳市宝安区小龙坎火锅宝中店', '小龙坎火锅（布吉店）', '小龙坎火锅（龙岗南联摩尔城店）', '小龙坎火锅(深圳摩尔城店)', '小龙坎火锅（海王银河店）', '深圳市龙华区福城街道新万悦小龙坎火锅店', '小龙坎火锅(惠阳印象汇店)', '小龙坎火锅横岗店', '小龙坎火锅南山店']"
40,捞王锅物料理,"['捞王锅物料理', '锅物料理', '理', '捞王锅物料理(深圳平安金融中心店)', '禄满捞·锅物料理']"
41,谭鸭血,"['谭鸭血', '谭鸭血老火锅（大冲店）', '谭鸭血大运店', '谭', '谭鸭血老火锅(水围店)', '谭鸭血老火锅（竹坑店）', '谭鸭血老火锅(西乡大益广场店)', '谭鸭血龙岗中心城店', '谭鸭血火锅店西丽店', '谭鸭血深圳龙岗五和店', '谭鸭血深圳南联店', '谭鸭血老火锅（创意港店）', '谭鸭血老火锅（石岩店）', '谭鸭血老火锅（南山宝能城店）', '深圳市罗湖区福安谭鸭血火锅店', '谭鸭血老火锅', '谭鸭血凤凰路店', '谭鸭血老火锅石岩店', '谭鸭血深圳龙岗坂田店']"
42,湊湊火锅,"['湊湊火锅茶憩', '湊湊', 'u', 'U ...', '湊湊火锅·茶憩(深圳天河城店)', '湊湊火锅·茶憩(深圳印力中心)', '湊湊火锅·茶憩(深圳中航城)', '湊湊火锅·茶憩(深圳京基滨河时代店)', 'Coucou布谷', 'OuOu', '雪君服饰商行CoCo', 'Selfportrait深圳福田Coco']"
43,巴奴毛肚火锅,"['巴奴毛肚火锅', '深圳巴奴毛肚火锅有限公司', '巴奴毛肚火锅（南山万象天地店）']"
44,靓靓蒸虾,"['靓靓蒸虾', '靓靓蒸虾（南山店）', '靓靓', '靓']"
45,四季民福烤鸭店,"['店', '福', '烤鸭', '烤鸭店']"
46,全聚德,"['全', '聚']"
47,Tomacado花厨,['Ma']
48,徐记海鲜,"['徐记海鲜', '海鲜', '徐', '鲜', '广东徐记海鲜餐饮有限公司新世界中心分公司', '广东徐记海鲜餐饮有限公司绿景纪元分公司', '广东徐记海鲜餐饮有限公司京基一百分公司', '广东徐记海鲜餐饮有限公司中航城天虹分公司', '广东徐记海鲜餐饮有限公司粤海分公司', '广东徐记海鲜餐饮有限公司华侨城分公司', '广东徐记海鲜餐饮有限公司永新汇分公司', '徐记海鲜·黑金（侨城一号店）', '豪记海鲜', '欣记海鲜', '贞记海鲜', '何记海鲜', '林记海鲜', '波记海鲜', '黄记海鲜', '陈记海鲜', '伟记海鲜', '刘记海鲜', '强记海鲜', '吴记海鲜', '朝记海鲜', '坤记海鲜', '廉记海鲜', '松记海鲜', '沈记海鲜', '卓记海鲜', '袁记海鲜', '蔡记海鲜', '辉记海鲜', '郑记海鲜', '耀记海鲜', '罗记海鲜']"
49,79号渔船,"['79号渔船岗厦店', '79号渔船龙岗店', '79号渔船天利店', '79号渔船笋岗店', '79号渔船坂田店', '79号渔船西丽店', '79号渔船科技园店', '79号渔船宝安店', '79号渔船水贝店', '79号渔船光明店', '79号渔船宝丰店', '79号渔船龙华店', '79号渔船蛇口店', '79号渔船中电店', '79号渔船大冲店', '9', '7.', '79号渔船华强北店', '7', '号', '79号渔船罗湖宝丰店', '渔']"
50,M Stand,"['M Stand', '3394华南广东省深圳市罗湖区IBC M', '·M·馆', 'MQ COFFEE STAND', 'M-Zuoei佐研深圳华南城店', 'M.ONE PARTY KTV(皇庭店）', 'OUTRAM PARK F K T M', 'M  Q', 'M&G晨光文具(马坜店)', 'y m.hnvcwxw', 'UKVI—Standard visit visa', 'MasTaNa']"
51,费大厨辣椒炒肉,"['辣椒', '邓大厨辣椒炒肉', '张厨辣椒炒肉']"
52,很久以前羊肉串,"['羊肉', '羊肉串', '很久以前', '久']"
53,蜜雪冰城,"['蜜雪冰城', '深圳蜜雪冰城上屋地铁站店', '城', '蜜雪冰城牛湖店', '深圳市蜜雪冰城清水河店', '深圳石岩新村蜜雪冰城', '蜜雪冰城笋岗店', '蜜雪冰城民乐店', '蜜雪冰城丹竹头店', '深圳市蜜雪冰城富业店', '蜜雪冰城饮品店', '蜜雪冰城深职院店', '蜜雪冰城932849店', '蜜雪冰城900429改店', '蜜雪冰城906784店', '蜜雪冰城913968店', '蜜雪冰城919917店', '蜜雪冰城904008店', '蜜雪冰城深圳固戍店', '蜜雪冰城916263改店', '蜜雪冰城919839店', '蜜雪冰城925941店', '蜜雪冰城922457店', '蜜雪冰城907188店', '蜜雪冰城932110店', '蜜雪冰城932099店', '蜜雪冰城917704店', '蜜雪冰城925865店', '蜜雪冰城万科大厦店', '蜜雪冰城931822店', '蜜雪冰城926349店', '蜜雪冰城900134店', '蜜雪冰城925195店', '蜜雪冰城904095改店', '蜜雪冰城930995店', '蜜雪冰城932545店', '蜜雪冰城916377改店', '蜜雪冰城916119店', '蜜雪冰城深圳南园店', '蜜雪冰城931308店', '蜜雪冰城930577店6', '蜜雪冰城932634店', '蜜雪冰城919376店', '蜜雪冰城935015店', '蜜雪冰城920647店', '蜜雪冰城905057改店', '蜜雪冰城918273店', '蜜雪冰城909551店', '蜜雪冰城913102店', '蜜雪冰城915709店', '蜜雪冰城935194店', '蜜雪冰城933157店', '蜜雪冰城931797改店', '蜜雪冰城916629店', '蜜雪冰城916519店', '蜜雪冰城931109店', '蜜雪冰城910063改店', '蜜雪冰城931906店', '蜜雪冰城919687店', '蜜雪冰城（三联路）', '蜜雪冰城905988店', '蜜雪冰城916167店6', '蜜雪冰城908539店', '蜜雪冰城908253店1', '蜜雪冰城909910店', '蜜雪冰城931309店', '蜜雪冰城910812店', '蜜雪冰城906238店', '蜜雪冰城910708店', '蜜雪冰城915220店1', '蜜雪冰城910239店', '蜜雪冰城916294店', '蜜雪冰城931783店', '深圳市龙岗区布吉街道蜜雪冰城冰淇淋与茶店', '蜜雪冰城925937店', '蜜雪冰城908764店', '蜜雪冰城926435店', '蜜雪冰城933495店', '蜜雪冰城919006店', '蜜雪冰城933088店', '蜜雪冰城931169店', '蜜雪冰城912107店', '蜜雪冰城深圳大浪商业中心一店', '蜜雪冰城932579店', '蜜雪冰城907925店', '蜜雪冰城918674店', '蜜雪冰城906304店', '蜜雪冰城931431店', '蜜雪冰城927175店', '蜜雪冰城933520店', '蜜雪冰城917475店', '蜜雪冰城908519店', '蜜雪冰城904847店', '蜜雪冰城920074店', '蜜雪冰城905719店', '蜜雪冰城924883店', '蜜雪冰城926351店', '蜜雪冰城921864店', '蜜雪冰城920066店', '蜜雪冰城905243店', '蜜雪冰城918377店', '蜜雪冰城913826店', '蜜雪冰城912720店', '蜜雪冰城900414店', '蜜雪冰城900541店6', '蜜雪冰城907640店', '蜜雪冰城917111店', '蜜雪冰城906239店', '蜜雪冰城917968店', '蜜雪冰城901955店', '蜜雪冰城931819店', '蜜雪冰城917372店', '蜜雪冰城908245店', '蜜雪冰城922328店', '蜜雪冰城922087店', '蜜雪冰城910278店', '蜜雪冰城923098店', '蜜雪冰城920080店', '蜜雪冰城918127店', '蜜雪冰城924700店', '蜜雪冰城931773店', '蜜雪冰城915738店', '蜜雪冰城923445店', '蜜雪冰城924983店', '蜜雪冰城929815店', '蜜雪冰城906917店', '蜜雪冰城900234店', '蜜雪冰城917777店', '蜜雪冰城926868店5', '蜜雪冰城925816店', '蜜雪冰城920824店', '蜜雪冰城925983店', '蜜雪冰城906878店', '蜜雪冰城900377店', '蜜雪冰城莲峰路', '蜜雪冰城934355店', '蜜雪冰城915808改店', '蜜雪冰城910651店', '蜜雪冰城917640店', '蜜雪冰城912969店', '蜜雪冰城921837店', '蜜雪冰城924891店', '蜜雪冰城916463店', '蜜雪冰城920235店', '蜜雪冰城921023店', '蜜雪冰城917413店', '蜜雪冰城927181店', '蜜雪冰城932847店', '蜜雪冰城925484店', '蜜雪冰城917159店', '蜜雪冰城931509店', '蜜雪冰城924618店', '蜜雪冰城929568店', '蜜雪冰城918217店', '蜜雪冰城931457店', '蜜雪冰城916412店', '蜜雪冰城933295店', '蜜雪冰城924857店', '蜜雪冰城908647店', '蜜雪冰城904733店', '蜜雪冰城906829店', '蜜雪冰城913706店', '蜜雪冰城914249店']"
54,华莱士,"['华莱士', '华莱士广东', '华', '粤享华莱士', '华莱士炸鸡汉堡', '深圳市华莱士', '华莱士深圳光明塘家店', '华莱士☞2022', '华莱士深圳店', '华莱士深圳朗下店', '华莱士大新店', '东莞市塘厦镇华莱士快餐', '待木秀于林（华莱士）确认收款', '华莱士深圳清湖店', '潮汕华莱士', '华莱士（坂田广联店）']"
55,书亦烧仙草,"['书亦烧仙草', '书亦烧仙草C', '书亦', '书亦烧仙草坂田店', '书亦烧仙草西广场店', '书亦烧仙草深圳雷圳百佳店', '深圳市书亦烧仙草', '书亦烧仙草连锁（深圳连城新天地二期店）', '书亦烧仙草南山店', '书亦烧仙草连锁76718874店', '书亦烧仙草连锁76818842店', '书亦烧仙草连锁（深圳福田下沙店）', '书亦烧仙草连锁76804962店', '书亦烧仙草连锁77114583店', '书亦烧仙草连锁（深圳儿童公园店）', '书亦烧仙草连锁76665964店', '书亦烧仙草连锁77133186店', '书亦烧仙草连锁77129707店', '书亦烧仙草连锁（龙岗宏宇健康花城店）', '书亦烧仙草连锁76818812店', '书烧仙草', '亦可烧仙草', '品亦烧仙草', '仙草堂']"
56,马路边边,"['马路边边串串香（西丽店）', '深圳市光明区马路边边麻辣烫馆', '马路边边无骨凤爪白石洲店', '深圳市福田区福田街道马路边边小食小吃店', '路', '马路边边串串香（如皋店）']"
57,快乐柠檬,"['快乐柠檬', '快乐']"
58,黄记煌三汁焖锅,"['黄', '黄记', '黄记煌', '黄记煌三汁焖锅（创维创新谷店）', '焖一锅']"
